input,label
more than anything else slight ... Tadpole pulls back from the consequences of its own actions and revelations,0
been lost in the translation ... another routine Hollywood frightfest in which the slack execution italicizes the absurdity of the premise,0
malnourished intellectuals,0
overproduced,0
reflects the worst of their shallow styles,0
emotionally manipulative and sadly imitative of innumerable,0
-LRB- Clooney 's -RRB- debut can be accused of being a bit undisciplined,0
most exciting action films,1
too little excitement,0
effective if you stick with it,1
rather brilliant little cult item,1
"The movie is silly beyond comprehension , and even if it were n't silly , it would still be beyond comprehension .",0
about bad cinema,0
such a tragedy,0
even lazier,0
in the excesses of writer-director Roger Avary,0
which they have been patiently waiting for,1
incoherence and,0
"everybody , wanna watch a movie in which a guy dressed as a children 's party clown gets violently gang-raped ?",0
as ill-fitting as Shadyac 's perfunctory directing chops,0
it feels much longer,0
"portrays , tiresomely regimented",0
Why anyone who is not a character in this movie should care is beyond me .,0
sentimental mess,0
missing from it,0
high-concept sci fi adventures,1
"` Butterfingered ' is the word for the big-fisted direction of Jez Butterworth , who manages to blast even the smallest sensitivities from the romance with his clamorous approach .",0
is so prolonged and boring it is n't even close to being the barn-burningly bad movie it promised it would be,0
is simply a lazy exercise in bad filmmaking that asks you to not only suspend your disbelief but your intelligence as well,0
"comic parody and pulp melodrama , this smart-aleck movie ... tosses around some intriguing questions about the difference between human and android life",1
so intimate,1
stirring,1
fantastic dual performance,1
employs to authenticate her British persona,1
a lot more painful than an unfunny movie that thinks it 's hilarious,0
"The acting is amateurish , the cinematography is atrocious ,",0
puts Wang at the forefront of China 's Sixth Generation of film makers .,1
is silly beyond comprehension,0
truly egregious lip-non-synching,0
patriotic,1
makes a meal of it,1
be another shameless attempt by Disney to rake in dough from baby boomer families,0
much worse than bland or better than inconsequential,0
greatest,1
prehistoric hilarity,1
s hard to imagine a more generic effort in the genre,0
Really dumb but occasionally really funny,1
with grace and humor and gradually,1
about how lame it is to try and evade your responsibilities,0
The filmmakers ' eye for detail and,1
environmental pollution ever made,0
it 's icky .,0
"A zombie movie in every sense of the word -- mindless , lifeless , meandering , loud , painful , obnoxious .",0
"a stunning film ,",1
takes care,1
"But ... in trying to capture the novel 's deeper intimate resonances , the film has -- ironically - distanced us from the characters .",0
wears out its limited welcome,0
much like a fragment of an underdone potato,0
no doubt intended the film to affirm love 's power to help people endure almost unimaginable horror,1
showing off,0
"like the work of an artist who is simply tired -- of fighting the same fights , of putting the weight of the world on his shoulders , of playing with narrative form",0
be plenty of female audience members drooling over Michael Idemoto as Michael,1
s begun to split up so that it can do even more damage,0
"-LRB- Gulpilil -RRB- is a commanding screen presence , and his character 's abundant humanism makes him the film 's moral compass .",1
"A slam-bang extravaganza that is all about a wild-and-woolly , wall-to-wall good time .",1
"it does n't offer any insights that have n't been thoroughly debated in the media already , back in the Dahmer heyday of the mid - '90s",0
with this silly little puddle of a movie,0
"is about quiet , decisive moments between members of the cultural elite as they determine how to proceed as the world implodes .",1
familiar to traverse uncharted ground,1
make the most out of the intriguing premise,1
vulgar innuendo,0
"It sticks rigidly to the paradigm , rarely permitting its characters more than two obvious dimensions and repeatedly placing them in contrived , well-worn situations .",0
as tired as its protagonist,0
see why people thought I was too hard on `` The Mothman Prophecies '',0
lies in the ease with which it integrates thoughtfulness and pasta-fagioli comedy,1
"A markedly inactive film , City",0
this is n't worth sitting through,0
"Polished , well-structured film",1
flatter,1
"A cross between Blow and Boyz N The Hood , this movie strives to be more , but does n't quite get there .",0
preaching message,0
for the heart as well as the mind,1
"It all plays out ... like a high-end John Hughes comedy , a kind of Elder Bueller 's Time Out .",1
at its visual delights,1
"To honestly address the flaws inherent in how medical aid is made available to American workers , a more balanced or fair portrayal of both sides will be needed .",0
sequels can never capture the magic of the original,0
life that 's very different from our own and yet instantly recognizable,1
describe exactly how bad it is,0
"clever , amusing and unpredictable",1
we get a cinematic postcard that 's superficial and unrealized .,0
Univac-like script machine,0
the point of suffocation,0
the makings of an interesting meditation on the ethereal nature of the internet and the otherworldly energies,1
"wondering -- sometimes amusedly , sometimes impatiently -- just what this strenuously unconventional movie is supposed to be",0
a whole heap of nothing at the core of this slight coming-of-age\/coming-out tale,0
self-caricature,0
uglier,0
gives itself the freedom to feel contradictory things .,1
will you feel after an 88-minute rip-off of The Rock with action confined to slo-mo gun firing and random glass-shattering ? '',0
are simply too bland to be interesting .,0
"is on full , irritating display",0
rich in the tiny revelations of real life,1
pleased to discover that Tian 's meticulous talent has not withered during his enforced hiatus,1
"populated by whiny , pathetic , starving and untalented artistes",0
", the new Star Wars installment has n't escaped the rut dug by the last one .",0
Denis forges out of the theories of class -,1
about a family of sour immortals,0
... what a banal bore the preachy Circuit turns out to be,0
"Anyone else who may , for whatever reason , be thinking about going to see this movie",0
"that this is a serious work by an important director who has something new to say about how , in the flip-flop of courtship , we often reel in when we should be playing out",1
"pokes fun at the same easy targets as other rowdy raunch-fests -- farts , boobs , unmentionables -- without much success",0
"chance to learn , to grow , to travel",1
Just offbeat,0
major acting lessons and maybe a little coffee,0
"make for a winning , heartwarming yarn",1
to the point of ridiculousness,0
